PlayerID,TeamID,FirstName,LastName,Number,Birthday,Position
101,6,Maia,Leavold,58,1981-10-01,P
102,9,Waylen,Davies,89,1996-10-18,P
103,18,Conchita,Ivanyukov,90,1989-08-11,LF
104,30,Terrel,Annott,93,1983-09-15,LF
105,10,Phedra,Birrane,77,1986-03-19,C
106,8,Terry,Skelington,14,1995-01-05,CF
107,16,Willis,Takis,61,1999-02-14,RF
108,12,Wendell,Dellatorre,89,1993-01-23,C
109,13,Wakefield,Kiledal,4,1985-11-10,CF
110,23,Olia,Pizzie,12,1984-10-28,P
111,22,Vikki,Cookley,78,1986-11-11,3B
112,6,Cullie,Wallington,17,1982-09-14,P
113,8,Anabel,Armatidge,46,1981-04-19,3B
114,22,Tresa,Dayton,35,1999-12-05,SS
115,13,Jacki,Dickins,25,1999-12-22,LF
116,27,Sybilla,Gonnet,48,1998-07-28,C
117,21,Jesus,Mc Curlye,45,1980-01-22,P
118,1,Tricia,Le Friec,76,1991-08-27,1B
119,19,Reese,Blincowe,13,1991-10-25,SS
120,11,Jennine,Heiton,70,1991-10-16,CF
121,19,Christa,Aleksankov,9,1984-07-07,CF
122,7,Melina,Pigott,65,1996-02-04,C
123,10,Edlin,Faucherand,60,1993-02-12,3B
124,21,Bree,Traite,95,1995-05-26,LF
125,2,Jens,MacGuffie,61,1983-12-27,2B
126,18,Ardine,Bointon,61,2001-07-13,LF
127,22,Ranique,Thaine,51,1999-08-03,RF
128,23,Ira,Mazzia,86,1992-08-15,C
129,7,Holt,Binch,19,1988-07-20,P
130,9,Tate,Sandey,79,1997-09-27,3B
131,14,Ravi,Dominicacci,5,1987-11-20,2B
132,21,Bonita,Hassan,99,1992-06-15,C
133,21,Wilmar,Wheldon,46,1996-10-22,3B
134,28,Isador,Choake,57,1980-02-15,RF
135,1,Bryant,Vaskov,30,1992-09-08,1B
136,4,Avrom,Swin,97,1992-11-30,3B
137,22,Nicky,Valdes,79,1985-09-24,1B
138,13,Lanie,Marple,57,1985-05-19,LF
139,2,Aurelia,Purcer,18,1984-07-27,3B
140,29,Ado,Lashley,23,1983-11-27,3B
141,25,Odelle,Betteson,29,1983-11-17,SS
142,19,Dale,Uccello,29,1984-04-09,3B
143,6,Lurette,Waple,69,1988-07-04,SS
144,29,Kylie,Abramson,20,1988-10-05,SS
145,21,Austen,Matzke,95,1999-08-27,LF
146,8,Sherman,Van der Brug,97,1989-02-25,LF
147,13,Domenico,Lewinton,75,1983-12-24,CF
148,19,Gayelord,Sygroves,27,1985-05-23,LF
149,18,Larisa,Hasell,51,1981-01-24,CF
150,4,Cecil,Tukely,47,1998-08-07,C
151,19,Lorianne,Fearnyough,98,2002-03-11,CF
152,7,Jory,Mc Harg,71,1991-06-21,P
153,8,Harriet,Cicco,13,1987-03-16,2B
154,29,Viv,Theuss,92,1999-09-30,3B
155,14,Nils,Bonett,55,1998-06-28,2B
156,19,Jourdan,Barritt,88,2001-03-13,C
157,10,Rafael,Rentcome,47,1984-05-31,C
158,17,Cam,Witard,2,1993-04-18,1B
159,20,Austin,Dmiterko,46,1982-03-17,3B
160,28,Megan,Camilleri,86,1980-06-03,C
161,22,Robby,Eam,83,1983-03-29,LF
162,27,Chantalle,Grushin,67,1981-08-15,2B
163,15,Karlan,Titchard,33,1987-11-12,LF
164,28,Leoine,Ruppertz,65,1986-04-26,CF
165,28,Geordie,Chasles,12,1989-07-02,RF
166,27,Ofelia,Linch,68,1980-01-02,2B
167,14,Elna,Durtnel,75,1982-10-21,2B
168,4,Sonni,Kieff,3,1995-09-18,1B
169,9,Libbey,Sowood,37,1988-01-16,2B
170,8,Clive,Meltetal,92,1993-12-18,P
171,25,Tony,Harce,60,1986-02-09,LF
172,21,Abey,Covey,28,1982-12-17,CF
173,11,Isiahi,Mahedy,14,1990-09-27,SS
174,29,Stephine,Salandino,23,1995-09-12,CF
175,27,Susette,Leap,70,1985-10-01,1B
176,25,Melodie,Denkin,32,1984-01-09,CF
177,25,Clerkclaude,Fontelles,24,1980-01-15,C
178,6,Ceil,Terrey,62,1990-01-09,RF
179,29,Simone,Kirkman,16,1990-10-19,1B
180,26,Lawrence,Cauderlie,28,1986-08-05,CF
181,17,Ferris,Brigshaw,88,1990-09-27,P
182,3,Maddalena,Townend,16,1992-10-09,CF
183,9,Tiler,Sapsed,23,1989-05-07,SS
184,25,Hashim,Keay,15,2000-09-19,P
185,11,Eben,Mantrip,44,1981-12-13,3B
186,29,Bettine,Eliasson,1,1980-08-19,2B
187,29,Wainwright,Twidale,68,1989-12-06,P
188,11,Doll,Clougher,82,2000-01-09,2B
189,29,Ambrosius,Skayman,19,1984-03-29,3B
190,14,Andrus,Groombridge,53,1984-10-20,SS
191,19,Burr,Beltzner,33,1997-09-05,2B
192,23,Pepita,Petrillo,4,1992-07-05,1B
193,25,Cobb,Dumbreck,19,1999-03-02,CF
194,11,Jacki,Matley,47,1985-09-03,SS
195,10,Nelly,Garnsworth,50,1986-10-02,P
196,13,Grantham,Brunotti,77,1982-02-25,SS
197,30,Margarette,Kristof,11,1989-02-17,3B
198,15,Ansel,McSwan,18,1993-04-03,P
199,12,Sonia,Naulty,31,2002-05-09,2B
200,22,Corry,Lamp,94,1983-02-06,LF
201,26,Fey,Siddle,73,1988-08-12,P
202,9,Lilia,Milhench,35,1993-09-05,2B
203,1,Jere,Gillooly,37,1990-06-23,CF
204,30,Tanhya,Bilbie,37,2000-08-06,CF
205,21,Mattie,Nancekivell,25,2001-06-15,2B
206,1,Waverly,Barrass,32,1997-02-10,RF
207,4,Jasmine,Milbourn,80,1985-07-12,LF
208,28,Licha,Matthewson,60,1994-06-06,LF
209,30,Sheelagh,Raft,80,1987-07-09,1B
210,8,Chiquita,Cowpertwait,81,1993-08-09,P
211,27,Kelcey,Maso,47,1981-02-01,3B
212,24,Alonso,Drew,66,2000-04-27,3B
213,20,Jillana,Monelli,56,1998-03-12,3B
214,2,Morgan,Crowcroft,55,1985-05-28,C
215,11,Judas,Ikringill,55,2000-02-29,2B
216,4,Bernadine,Befroy,69,1994-03-15,2B
217,14,Cari,Benedite,62,1996-07-23,CF
218,4,Lottie,Jaxon,56,1985-01-16,2B
219,2,Quintilla,Gress,36,2001-07-15,RF
220,28,Irma,Grigoli,29,1999-06-22,RF
221,23,Madel,Gammons,22,1999-04-09,RF
222,6,Talbot,Tissier,11,1987-04-01,P
223,21,Tedmund,Leathwood,6,1998-09-19,CF
224,29,Renato,Stubbin,15,1995-03-20,2B
225,28,Chelsey,Pitman,30,2000-06-17,C
226,21,Rhodie,Bourner,5,1988-05-26,SS
227,5,Clerkclaude,Bunner,13,1981-05-25,C
228,18,Kalie,Woolstenholmes,36,1992-10-05,1B
229,21,Dayna,Augustine,21,1999-04-22,SS
230,27,Calley,Wayon,42,1997-06-18,RF
231,15,Jolynn,Rearden,45,1996-01-25,CF
232,5,Tuck,Piddletown,82,1996-06-07,1B
233,9,Alvie,Chatfield,91,1996-08-31,P
234,12,Carly,Chipchase,67,1995-02-18,3B
235,12,Lenora,Knowling,54,2000-08-06,2B
236,23,Rose,Van der Merwe,53,1987-08-26,C
237,17,Sanderson,Tees,16,1982-10-14,P
238,7,Odell,Tinton,27,2000-01-07,SS
239,17,Jesselyn,Insworth,93,1983-04-20,1B
240,15,Cart,Baldocci,66,1993-05-22,SS
241,14,Elberta,Filler,41,1990-09-04,LF
242,8,Martynne,Robilart,90,1998-06-29,3B
243,13,Weider,Seddon,31,1990-07-23,1B
244,7,Berkley,Eckart,59,1981-10-21,3B
245,3,Barclay,Kwietak,41,1984-04-06,1B
246,12,Pammi,Wiltshear,82,1982-05-19,3B
247,24,Sindee,Pitway,51,2000-02-24,C
248,12,Zorana,Mullarkey,4,1998-01-14,P
249,23,Rolph,Coltman,31,1994-11-12,2B
250,11,Nickolas,Garza,57,1991-02-15,LF
251,4,Omero,Petracchi,14,1999-01-28,3B
252,5,Hurlee,Euplate,2,2000-03-09,2B
253,12,Lillis,Manderson,20,1982-08-11,2B
254,25,Richardo,Rockhill,86,1986-07-20,LF
255,12,Marwin,Pashba,66,1999-01-31,RF
256,17,Lisette,Rodmell,9,1980-03-19,SS
257,13,Hobey,Gissop,21,1984-08-30,RF
258,29,Hillard,McCahill,27,1989-06-17,RF
259,4,Boniface,Arnull,21,2001-01-21,P
260,24,Susi,Crosthwaite,1,1999-03-12,CF
261,5,Siegfried,Jaskiewicz,79,1983-05-11,3B
262,10,Elysee,Berrygun,37,1985-07-31,SS
263,17,Joy,Gravett,21,1991-03-16,1B
264,6,Ashley,Sicely,23,1981-12-14,SS
265,6,Cory,McSorley,31,1998-03-02,CF
266,29,Cami,Haddow,26,1988-12-13,LF
267,11,Janetta,Bartolic,44,1995-04-08,CF
268,12,Benny,Bethune,54,1997-04-14,3B
269,22,Vittorio,Dahlbom,15,2000-08-22,2B
270,5,Joey,Eckery,14,1987-06-10,3B
271,20,Justus,Navarro,58,2001-07-02,C
272,3,Benedikt,Blabey,34,1984-03-24,SS
273,4,Leonhard,McGovern,8,1984-04-08,CF
274,2,Sebastiano,Skittle,98,1995-04-14,C
275,8,Urban,Yacobsohn,26,1987-06-25,3B
276,2,Neils,Basset,21,1980-12-10,LF
277,16,Noni,Trenbey,73,1993-05-07,1B
278,4,Claiborn,Pighills,71,1981-05-23,P
279,10,Harlin,O'Scanlon,56,1987-09-09,2B
280,28,Anastasia,Disbrey,38,1999-06-12,3B
281,22,Guillema,Batchelar,81,1995-08-21,3B
282,9,Marguerite,Sumner,84,1993-03-23,CF
283,19,Kinna,Bett,43,1998-10-19,P
284,18,Griselda,Bearns,39,1996-12-16,C
285,22,Davin,Menault,26,1984-02-02,1B
286,19,Anthiathia,Siemons,80,1992-03-14,LF
287,15,Dennie,Yes,54,1985-01-02,RF
288,9,Sanson,Spiaggia,58,2000-11-02,3B
289,29,Jacintha,Whiley,9,1995-06-04,RF
290,10,Ardeen,Ranvoise,87,1996-01-22,3B
291,22,Cordula,Rapaport,19,1985-10-05,3B
292,22,Gelya,Gillimgham,49,1982-01-13,1B
293,22,Barde,Audritt,44,1983-10-12,CF
294,27,Eward,McLugish,23,1994-09-10,C
295,15,Samaria,Earsman,77,1990-11-13,LF
296,8,Julie,Brandt,57,1991-09-16,C
297,7,Camile,Pavyer,77,1993-03-01,C
298,8,Lin,Corsor,59,1980-06-05,P
299,27,Eadie,Zannuto,53,1994-03-20,SS
300,8,Billie,Jone,65,1995-10-05,3B
301,26,Didi,Bigglestone,86,1983-12-21,C
302,29,Perren,Posselwhite,65,1992-05-13,LF
303,28,Link,Heaton,89,1989-06-08,SS
304,5,Dane,Spacy,75,1992-03-02,3B
305,19,Cornelia,Hynes,10,1999-03-14,SS
306,11,Tamarah,Hazeldene,41,1985-05-07,1B
307,10,Kimberlee,Bamling,25,1997-03-26,1B
308,15,Clarette,Pescud,83,2002-09-27,3B
309,17,Nancy,Gosby,82,1988-02-15,3B
310,6,Lincoln,Montford,60,2001-06-02,P
311,1,Kelwin,Donaldson,8,2001-06-23,P
312,20,Barbabra,Janusz,90,2000-07-31,2B
313,3,Elvira,Martindale,96,1988-05-22,RF
314,1,Sofie,Pirouet,20,1989-06-12,LF
315,24,Lottie,Benediktovich,48,1981-02-01,1B
316,7,Shawn,Have,70,1988-07-20,LF
317,5,Aundrea,Winchester,97,1986-08-08,C
318,28,Elna,Kenlin,49,1986-11-11,LF
319,13,Newton,Caveill,32,1992-01-06,LF
320,29,Jameson,Rymour,10,1991-04-25,CF
321,27,Nicol,Gunningham,32,1983-11-20,CF
322,12,Dolli,Farrin,56,1996-01-08,3B
323,5,Neall,Dunlop,24,2001-04-10,2B
324,21,Sibilla,Strowthers,45,1984-05-24,SS
325,27,Wallie,Murcutt,47,1990-02-25,LF
326,6,Gram,MacSharry,99,1990-05-31,RF
327,20,Whitby,Baldacchi,9,1996-11-29,2B
328,4,Lanette,Fawltey,13,1986-05-27,RF
329,13,Giacomo,Sloss,15,2000-08-20,SS
330,22,Nicolina,Lancett,95,1983-04-29,C
331,27,Brooks,Goodluck,34,1995-09-05,LF
332,18,Luke,Brodhead,85,1997-07-07,3B
333,7,Eolande,McKirton,28,1986-08-08,SS
334,10,Lisabeth,Velde,22,1984-07-19,P
335,18,Ange,Mooney,58,1991-06-21,1B
336,17,Patricia,Monnelly,46,1998-12-26,1B
337,10,Fabien,Cannavan,50,1997-12-13,1B
338,24,Celina,Thickpenny,71,1990-02-28,3B
339,28,Royce,Spriggen,33,1988-10-10,2B
340,9,Matty,Chaman,78,1980-05-31,P
341,8,Josephina,Borlease,66,1986-04-17,LF
342,9,Chris,Gladyer,60,1986-02-04,SS
343,24,Everard,Abilowitz,99,1986-03-17,P
344,10,Ange,Fishley,39,1999-09-04,RF
345,26,Maribelle,Gavozzi,17,1988-02-12,P
346,14,Randolf,Pond-Jones,2,1992-03-24,2B
347,19,Douglass,Figin,12,1997-03-06,RF
348,11,Giovanni,Ramet,82,1985-05-29,C
349,4,Tisha,Crummey,34,1982-04-17,3B
350,2,Laurence,Cuseck,75,1980-06-19,SS
351,9,Leoline,Brownbridge,3,1988-08-13,CF
352,17,Belva,Alwin,39,1984-10-01,SS
353,1,Giulia,Nash,99,1981-03-12,2B
354,27,Pierette,Risley,79,1984-04-10,P
355,5,Julius,Heiss,93,1997-02-12,2B
356,25,Oralla,Schonfeld,64,1997-06-07,RF
357,26,Martha,Drewett,41,1996-03-09,2B
358,25,Guglielmo,Durnan,23,1987-08-09,C
359,12,Jo ann,Mateos,82,1982-08-23,LF
360,7,Graham,Yurkevich,65,1995-12-04,1B
361,13,Kamilah,Camus,20,1993-04-26,C
362,19,Brandice,Djokic,50,2002-04-11,2B
363,10,Celesta,Prozillo,53,1981-12-21,3B
364,8,Halsey,Clamo,91,1988-10-25,1B
365,26,Axel,Nano,31,1994-08-19,LF
366,7,Salomo,Betjeman,19,1999-09-06,CF
367,3,Sal,Roke,24,2000-12-11,CF
368,26,Thomasin,Rikkard,69,1990-10-09,CF
369,22,Melloney,Folk,19,1988-02-19,3B
370,19,Cyb,Geldeard,52,1999-03-26,2B
371,23,Lem,Lindroos,57,1980-12-28,P
372,3,Shepperd,Carver,71,1988-07-06,1B
373,8,Hadlee,Habens,20,1992-08-19,CF
374,5,Nina,Drogan,5,1998-08-08,3B
375,30,Florella,Mason,58,1994-02-27,P
376,16,Halimeda,Gladyer,80,1995-03-05,RF
377,7,Candi,Zorzi,1,1984-09-11,LF
378,11,Rasia,Canas,11,1992-07-29,P
379,19,Dniren,Rangell,60,2002-06-05,P
380,16,Tomas,Melmore,45,1989-11-18,LF
381,26,Freddy,Wattins,17,1999-01-29,RF
382,16,Hazel,Tendahl,78,2001-10-12,C
383,2,Adorne,Barnwall,23,1986-07-12,CF
384,26,Isa,Vaillant,19,1997-11-19,2B
385,2,Lockwood,Caplis,95,2002-01-17,1B
386,1,Hermy,Newlin,78,1989-01-07,P
387,1,Philip,Smallridge,48,1986-06-06,CF
388,7,Jaquenette,Flipek,89,1985-01-08,RF
389,16,Karisa,Swenson,88,2000-12-25,3B
390,14,Allin,MacKaig,89,1986-12-15,1B
391,26,Tremain,Le Jean,60,1987-12-23,CF
392,15,Cosimo,Bedder,52,1994-08-10,C
393,14,Dorolice,Keith,13,1989-12-25,3B
394,12,Tallie,Kirkbright,11,1996-10-22,C
395,28,Karna,Leupoldt,43,1982-11-19,1B
396,13,Morley,Tedman,58,2000-08-18,RF
397,15,Connie,Paolinelli,25,1997-10-26,RF
398,23,Orrin,Vallance,55,1983-08-02,RF
399,3,Emmet,Fagge,87,1983-07-12,RF
400,21,Sib,McLugaish,2,1995-05-22,3B
401,11,Halsey,Burdas,22,1987-08-28,2B
402,14,Godwin,Westrope,66,2001-04-12,LF
403,8,Juditha,Bodle,33,1980-05-30,C
404,23,Aldric,Yirrell,63,1992-11-01,P
405,14,Muriel,Fishburn,66,1986-03-14,RF
406,16,Lilllie,Davenhill,99,1994-05-04,CF
407,13,George,Lamkin,89,1986-02-14,2B
408,11,Lefty,Norcott,18,1998-05-21,2B
409,16,Roselle,Peach,69,1989-02-19,LF
410,16,Mateo,Inkpin,66,1986-11-22,C
411,23,Susie,Vasey,12,1989-02-10,P
412,29,Elianora,Capper,35,1983-06-05,3B
413,15,Etta,MacMillan,38,1994-11-26,LF
414,20,Ilario,Braisted,77,1991-08-07,C
415,12,Alberik,Farady,75,1997-04-28,3B
416,26,Lauralee,O'Mahoney,90,1987-10-24,RF
417,20,Dasie,Whittenbury,40,2000-10-05,P
418,26,Addie,Draco,24,2000-03-12,3B
419,20,Gay,Brownsall,25,1983-03-22,1B
420,9,Base,Ison,4,1981-08-01,CF
421,21,Eberto,Pammenter,73,1999-05-29,3B
422,15,Yves,Gabbitas,92,1983-11-24,SS
423,20,Roma,Gores,44,1993-06-06,RF
424,14,Esmeralda,Nation,49,1991-09-18,SS
425,8,Karissa,Tubble,81,1997-02-08,1B
426,2,Hersch,Patron,66,1990-12-29,C
427,22,Elsworth,Josefovic,45,1990-02-07,LF
428,21,Jacki,Napper,93,1993-11-15,3B
429,28,Scarlett,Gypps,36,1983-07-12,2B
430,22,Britte,Rutherfoord,97,1997-07-19,1B
431,17,Daveen,Eckersall,83,2002-09-20,1B
432,20,Sidonnie,Bradlaugh,81,1983-01-15,1B
433,7,Porty,Loakes,83,1985-08-20,3B
434,4,Hayes,Leyden,45,1988-03-09,CF
435,28,Letisha,Innett,13,1987-11-05,1B
436,25,Ephraim,Braam,63,1981-06-10,SS
437,17,Iona,Mullan,16,1984-05-23,2B
438,24,Gypsy,Savery,91,1997-07-04,3B
439,9,Arman,Bartoszek,46,2002-07-09,CF
440,27,Alexine,Andrus,75,2001-08-07,CF
441,5,Lauree,Pattison,15,1985-12-10,2B
442,29,Clarabelle,Beebis,33,1994-04-19,CF
443,19,Kathe,Housbie,83,1994-05-08,3B
444,20,Lilian,Whittlesea,14,1989-05-26,C
445,28,Shurwood,Bourrel,10,1982-08-29,LF
446,18,Bill,Baylie,64,1997-08-08,LF
447,16,Andrew,Di Giacomo,41,1995-07-30,P
448,15,Fabio,Paolotto,52,1993-03-27,P
449,11,Ozzy,McAnulty,76,1985-12-24,1B
450,28,Ameline,Slisby,1,2000-07-18,P
451,6,Shelagh,Camell,50,1986-09-14,SS
452,15,Brit,Studdard,47,1996-06-26,CF
453,6,Kenyon,Cammish,86,1998-12-23,1B
454,18,Jemie,Atlay,72,1998-07-19,LF
455,28,Amalie,Jaine,35,1980-04-16,2B
456,14,Cally,Harniman,85,1983-02-26,P
457,29,Niels,Stollenbecker,87,1982-09-29,P
458,11,Sondra,Gane,38,1996-02-07,1B
459,21,Cly,Bedells,13,1992-03-07,SS
460,16,Carlene,Grundy,24,1993-03-20,3B
461,25,Nickey,Carnoghan,97,1989-09-01,1B
462,14,Marti,Klimontovich,46,2002-03-28,CF
463,30,Lennie,Hardeman,53,1985-10-28,CF
464,18,Hartley,Yerill,49,1984-07-30,RF
465,21,Free,Fenna,49,1987-03-23,1B
466,8,Gayle,Cholomin,17,1996-06-28,RF
467,21,Susanne,Clashe,90,1991-05-04,2B
468,23,Evonne,Obell,27,1987-11-21,SS
469,12,Barnabas,Holt,91,1989-01-25,3B
470,4,Elmira,Kochlin,20,2000-05-13,SS
471,7,Lilian,Finkle,1,1994-06-23,CF
472,28,Skipton,Grimmolby,15,1999-02-27,C
473,29,Luis,Marham,83,1983-06-09,2B
474,2,Ella,Dussy,69,1986-07-04,LF
475,22,Traver,Goligher,99,1998-01-05,1B
476,3,Stepha,Warin,14,1991-07-09,RF
477,16,Baryram,Rozet,12,2002-08-03,P
478,20,Dalenna,Iannetti,91,1994-03-03,SS
479,23,Charmian,Maulin,43,1980-09-13,1B
480,20,Boigie,Grayshon,59,1998-12-12,CF
481,4,Chiquita,Costain,89,1995-02-24,P
482,17,Berty,Swapp,93,1997-09-07,RF
483,8,Nicol,Capun,1,1993-08-30,CF
484,20,Pammy,Dodsley,93,1986-05-16,2B
485,14,Kenon,Chappell,84,1988-11-21,LF
486,10,Flore,Ramirez,95,1995-06-20,C
487,26,Barrie,Burchill,65,1987-12-08,LF
488,6,Heath,Axtell,52,1981-05-15,C
489,17,Odette,Pietrzak,27,1995-10-15,RF
490,13,Godfry,Grievson,41,1980-09-02,LF
491,1,Glendon,Skelton,95,1999-09-05,P
492,14,Halimeda,Duddle,66,1997-11-10,3B
493,17,Briney,Capnerhurst,88,1981-06-29,3B
494,6,Kynthia,Egentan,30,1997-05-25,2B
495,2,Bailey,Rainville,72,1995-10-17,C
496,17,Sybyl,Durbyn,7,1987-01-16,CF
497,16,Tiphanie,Romi,72,1994-07-23,1B
498,24,Willi,Darnborough,86,1980-06-23,C
499,12,Uriah,Gorringe,84,1988-04-30,LF
500,30,Dru,Mackstead,29,1984-01-09,3B
501,2,De,Muckersie,4,1993-05-26,3B
502,30,Leisha,Martine,18,1984-03-30,2B
503,3,Bree,Bere,67,1985-05-10,1B
504,28,Marlyn,Drewet,64,1987-04-08,SS
505,16,Kally,Readett,10,1989-01-06,C
506,29,Yorgos,Ling,4,1985-08-11,1B
507,16,Blakelee,Cannaway,37,1987-12-25,SS
508,4,Marya,Laingmaid,19,1995-11-08,RF
509,27,Ivor,Woollin,25,1983-09-14,RF
510,11,Karrie,Dyka,36,1983-06-25,SS
511,24,Ricky,Smittoune,74,1992-04-02,1B
512,22,Woodrow,Bumpass,42,1998-06-09,1B
513,3,Roland,Balsdon,7,1989-08-27,1B
514,2,Lorne,Sorton,81,1980-05-27,2B
515,28,Timothy,Cumberpatch,30,1997-06-30,1B
516,8,Ilyse,Simion,34,1982-01-25,CF
517,1,Ina,Rohlf,2,1981-02-14,SS
518,1,Augusta,Gourlie,81,1993-06-07,RF
519,18,Rena,Chilcotte,2,1982-10-29,3B
520,24,Silvana,Parbrook,24,1992-02-22,LF
521,1,Thaine,Balsom,3,1990-12-03,SS
522,23,Farrah,Riddock,54,1980-03-19,RF
523,12,Harman,Shwenn,83,1986-11-13,2B
524,30,Gabi,Latey,44,1997-08-25,CF
525,14,Courtnay,Redhole,18,1996-07-02,LF
526,15,Cordi,Compton,24,2000-07-20,P
527,13,Hilton,Kildale,66,1986-04-03,C
528,14,Mariel,Mc Grath,74,1997-12-08,SS
529,7,Sofie,Clemes,72,1984-12-29,LF
530,22,Carolynn,Perllman,95,2000-04-25,2B
531,6,Wesley,Mulchrone,36,1990-01-04,LF
532,11,Rosita,Deeley,64,1999-12-06,LF
533,18,Way,Shimmin,46,2002-03-04,2B
